house,date,appliance_label,appliance_type,refit_column,daily_kwh,avg_power_w,max_power_w,active_minutes_est,cost_day_aud
1,2013-01-12,Upright Freezer,Upright Freezer,Appliance3,1.09174,64.837,92.0,50.5,0.33
1,2013-02-11,Upright Freezer,Upright Freezer,Appliance3,1.73263,72.999,947.0,67.7,0.52
1,2013-02-12,Upright Freezer,Upright Freezer,Appliance3,1.00907,63.225,110.0,38.8,0.3
1,2013-03-11,Upright Freezer,Upright Freezer,Appliance3,2.7309,116.972,990.0,233.6,0.82
1,2013-03-12,Upright Freezer,Upright Freezer,Appliance3,1.25525,70.911,283.0,127.6,0.38
1,2013-04-11,Upright Freezer,Upright Freezer,Appliance3,1.38872,59.322,126.0,52.8,0.42
1,2013-04-12,Upright Freezer,Upright Freezer,Appliance3,1.31832,77.14,698.0,113.1,0.4
1,2013-05-11,Upright Freezer,Upright Freezer,Appliance3,1.36392,61.415,229.0,78.1,0.41
1,2013-05-12,Upright Freezer,Upright Freezer,Appliance3,1.36459,76.691,734.0,131.1,0.41
1,2013-06-11,Upright Freezer,Upright Freezer,Appliance3,1.56974,89.072,975.0,120.2,0.47
1,2013-06-12,Upright Freezer,Upright Freezer,Appliance3,1.57276,88.573,986.0,121.8,0.47
1,2013-07-11,Upright Freezer,Upright Freezer,Appliance3,0.44159,66.706,194.0,27.6,0.13
1,2013-07-12,Upright Freezer,Upright Freezer,Appliance3,1.34648,71.274,408.0,88.1,0.4
1,2013-08-11,Upright Freezer,Upright Freezer,Appliance3,0.5899,65.496,83.0,7.5,0.18
1,2013-08-12,Upright Freezer,Upright Freezer,Appliance3,1.32358,75.218,936.0,54.7,0.4
1,2013-09-10,Upright Freezer,Upright Freezer,Appliance3,0.92766,107.784,1024.0,60.4,0.28
1,2013-09-11,Upright Freezer,Upright Freezer,Appliance3,1.11366,62.895,85.0,31.1,0.33
1,2013-09-12,Upright Freezer,Upright Freezer,Appliance3,1.25796,71.468,533.0,85.4,0.38
1,2013-10-10,Upright Freezer,Upright Freezer,Appliance3,1.35245,63.012,202.0,72.5,0.41
1,2013-10-11,Upright Freezer,Upright Freezer,Appliance3,1.77419,95.157,982.0,164.1,0.53
1,2013-10-12,Upright Freezer,Upright Freezer,Appliance3,1.45138,77.215,709.0,98.8,0.44
1,2013-11-10,Upright Freezer,Upright Freezer,Appliance3,1.7926,78.79,990.0,111.4,0.54
1,2013-11-11,Upright Freezer,Upright Freezer,Appliance3,1.44435,93.244,997.0,108.5,0.43
1,2013-11-12,Upright Freezer,Upright Freezer,Appliance3,1.54171,84.942,799.0,112.0,0.46
1,2013-12-10,Upright Freezer,Upright Freezer,Appliance3,2.12472,91.781,1008.0,127.1,0.64
1,2013-12-11,Upright Freezer,Upright Freezer,Appliance3,1.85942,112.897,1020.0,162.3,0.56
1,2013-12-12,Upright Freezer,Upright Freezer,Appliance3,1.70079,77.673,847.0,144.1,0.51
1,2014-01-01,Upright Freezer,Upright Freezer,Appliance3,1.65252,74.696,863.0,112.1,0.5
1,2014-01-04,Upright Freezer,Upright Freezer,Appliance3,1.98851,87.69,964.0,182.0,0.6
1,2014-01-05,Upright Freezer,Upright Freezer,Appliance3,1.4773,78.559,639.0,121.9,0.44
1,2014-01-06,Upright Freezer,Upright Freezer,Appliance3,1.82405,85.289,875.0,131.7,0.55
1,2014-01-07,Upright Freezer,Upright Freezer,Appliance3,1.22245,69.437,310.0,108.4,0.37
1,2014-01-08,Upright Freezer,Upright Freezer,Appliance3,0.94832,66.055,112.0,75.1,0.28
1,2014-01-09,Upright Freezer,Upright Freezer,Appliance3,0.2875,55.199,84.0,6.0,0.09
1,2014-01-10,Upright Freezer,Upright Freezer,Appliance3,1.34893,75.387,967.0,61.4,0.4
1,2013-01-11,Tumble Dryer,Tumble Dryer,Appliance4,10.36967,441.952,2550.0,939.5,3.11
1,2013-01-12,Tumble Dryer,Tumble Dryer,Appliance4,6.43488,382.157,498.73,1010.3,1.93
1,2013-02-11,Tumble Dryer,Tumble Dryer,Appliance4,15.73813,663.077,827.401,1424.1,4.72
1,2013-02-12,Tumble Dryer,Tumble Dryer,Appliance4,14.96913,937.916,1048.407,957.6,4.49
1,2013-03-11,Tumble Dryer,Tumble Dryer,Appliance4,28.251,1210.066,1371.701,1400.8,8.48
1,2013-03-12,Tumble Dryer,Tumble Dryer,Appliance4,26.45115,1494.275,1616.825,1062.1,7.94
1,2013-04-11,Tumble Dryer,Tumble Dryer,Appliance4,41.64457,1778.922,1940.996,1404.6,12.49
1,2013-04-12,Tumble Dryer,Tumble Dryer,Appliance4,35.19403,2059.335,2177.65,1025.4,10.56
1,2013-05-11,Tumble Dryer,Tumble Dryer,Appliance4,51.77711,2331.427,2485.181,1332.5,15.53
1,2013-05-12,Tumble Dryer,Tumble Dryer,Appliance4,43.55468,2447.809,2636.0,1067.6,13.07
1,2013-06-11,Tumble Dryer,Tumble Dryer,Appliance4,29.06718,1649.358,2114.499,1057.4,8.72
1,2013-06-12,Tumble Dryer,Tumble Dryer,Appliance4,11.99181,675.341,1184.129,1065.4,3.6
1,2013-07-11,Tumble Dryer,Tumble Dryer,Appliance4,1.28656,194.344,218.835,397.2,0.39
1,2013-07-12,Tumble Dryer,Tumble Dryer,Appliance4,1.88803,99.94,169.841,160.9,0.57
1,2013-08-11,Tumble Dryer,Tumble Dryer,Appliance4,1.60694,178.416,567.643,240.6,0.48
1,2013-08-12,Tumble Dryer,Tumble Dryer,Appliance4,7.01649,398.74,1328.0,434.8,2.1
1,2013-09-10,Tumble Dryer,Tumble Dryer,Appliance4,8.37613,973.214,2048.0,284.8,2.51
1,2013-09-11,Tumble Dryer,Tumble Dryer,Appliance4,27.03053,1526.574,1898.002,1062.4,8.11
1,2013-09-12,Tumble Dryer,Tumble Dryer,Appliance4,13.83226,785.85,1155.075,1056.1,4.15
1,2013-10-10,Tumble Dryer,Tumble Dryer,Appliance4,2.25572,105.097,416.554,381.2,0.68
1,2013-10-11,Tumble Dryer,Tumble Dryer,Appliance4,1.23403,66.186,269.523,208.8,0.37
1,2013-10-12,Tumble Dryer,Tumble Dryer,Appliance4,11.13535,592.411,915.241,1127.8,3.34
1,2013-11-10,Tumble Dryer,Tumble Dryer,Appliance4,29.71507,1306.061,1696.824,1365.1,8.91
1,2013-11-11,Tumble Dryer,Tumble Dryer,Appliance4,30.40555,1962.915,2228.948,929.4,9.12
1,2013-11-12,Tumble Dryer,Tumble Dryer,Appliance4,26.23799,1445.619,2592.0,648.2,7.87
1,2013-12-10,Tumble Dryer,Tumble Dryer,Appliance4,0.76943,33.237,37.709,0.0,0.23
1,2013-12-11,Tumble Dryer,Tumble Dryer,Appliance4,0.42133,25.582,28.764,0.0,0.13
1,2013-12-12,Tumble Dryer,Tumble Dryer,Appliance4,0.39784,18.169,22.399,0.0,0.12
1,2014-01-01,Tumble Dryer,Tumble Dryer,Appliance4,0.2138,9.664,13.938,0.0,0.06
1,2014-01-04,Tumble Dryer,Tumble Dryer,Appliance4,4.64248,204.725,2631.0,205.2,1.39
1,2014-01-05,Tumble Dryer,Tumble Dryer,Appliance4,16.4135,872.827,2016.0,1128.3,4.92
1,2014-01-06,Tumble Dryer,Tumble Dryer,Appliance4,2.40772,112.58,512.0,277.5,0.72
1,2014-01-07,Tumble Dryer,Tumble Dryer,Appliance4,9.33215,530.085,2048.0,430.8,2.8
1,2014-01-08,Tumble Dryer,Tumble Dryer,Appliance4,0.22971,16.0,16.0,0.0,0.07
1,2014-01-09,Tumble Dryer,Tumble Dryer,Appliance4,0.08333,16.0,16.0,0.0,0.02
1,2014-01-10,Tumble Dryer,Tumble Dryer,Appliance4,0.28629,16.0,16.0,0.0,0.09
1,2013-01-11,Washing Machine,Washing Machine,Appliance5,0.18771,8.0,8.0,0.0,0.06
1,2013-01-12,Washing Machine,Washing Machine,Appliance5,0.13471,8.0,8.0,0.0,0.04
1,2013-02-11,Washing Machine,Washing Machine,Appliance5,0.38433,16.193,2302.0,25.3,0.12
1,2013-02-12,Washing Machine,Washing Machine,Appliance5,0.29265,18.337,2441.0,18.9,0.09
1,2013-03-11,Washing Machine,Washing Machine,Appliance5,0.50575,21.663,2310.0,371.8,0.15
1,2013-03-12,Washing Machine,Washing Machine,Appliance5,0.55006,31.074,2450.0,228.6,0.17
1,2013-04-11,Washing Machine,Washing Machine,Appliance5,0.30772,13.145,2460.0,29.9,0.09
1,2013-04-12,Washing Machine,Washing Machine,Appliance5,0.99684,58.329,2427.0,83.4,0.3
1,2013-05-11,Washing Machine,Washing Machine,Appliance5,0.03967,1.786,2.275,0.0,0.01
1,2013-05-12,Washing Machine,Washing Machine,Appliance5,0.04746,2.667,3.059,0.0,0.01
1,2013-06-11,Washing Machine,Washing Machine,Appliance5,0.06075,3.447,3.835,0.0,0.02
1,2013-06-12,Washing Machine,Washing Machine,Appliance5,0.59584,33.556,2484.0,46.7,0.18
1,2013-07-11,Washing Machine,Washing Machine,Appliance5,0.27519,41.57,2363.0,19.7,0.08
1,2013-07-12,Washing Machine,Washing Machine,Appliance5,0.55283,29.263,2446.0,42.8,0.17
1,2013-08-11,Washing Machine,Washing Machine,Appliance5,0.02491,2.765,3.325,0.0,0.01
1,2013-08-12,Washing Machine,Washing Machine,Appliance5,0.07773,4.417,5.51,0.0,0.02
1,2013-09-10,Washing Machine,Washing Machine,Appliance5,0.05202,6.044,6.579,0.0,0.02
1,2013-09-11,Washing Machine,Washing Machine,Appliance5,0.13595,7.678,8.778,0.0,0.04
1,2013-09-12,Washing Machine,Washing Machine,Appliance5,0.17374,9.871,10.963,0.0,0.05
1,2013-10-10,Washing Machine,Washing Machine,Appliance5,0.26392,12.296,13.629,1137.8,0.08
1,2013-10-11,Washing Machine,Washing Machine,Appliance5,0.68664,36.827,2455.0,710.4,0.21
1,2013-10-12,Washing Machine,Washing Machine,Appliance5,0.03662,1.948,2.503,0.0,0.01
1,2013-11-10,Washing Machine,Washing Machine,Appliance5,0.07224,3.175,3.847,0.0,0.02
1,2013-11-11,Washing Machine,Washing Machine,Appliance5,0.06668,4.304,4.762,0.0,0.02
1,2013-11-12,Washing Machine,Washing Machine,Appliance5,0.59532,32.8,2385.0,212.5,0.18
1,2013-12-10,Washing Machine,Washing Machine,Appliance5,0.02315,1.0,1.0,0.0,0.01
1,2013-12-11,Washing Machine,Washing Machine,Appliance5,0.9624,58.433,2455.0,554.2,0.29
1,2013-12-12,Washing Machine,Washing Machine,Appliance5,0.63145,28.838,50.774,1182.8,0.19
1,2014-01-01,Washing Machine,Washing Machine,Appliance5,0.38213,17.273,2408.0,30.5,0.11
1,2014-01-04,Washing Machine,Washing Machine,Appliance5,0.33454,14.753,2372.0,26.3,0.1
1,2014-01-05,Washing Machine,Washing Machine,Appliance5,0.0188,1.0,1.0,0.0,0.01
1,2014-01-06,Washing Machine,Washing Machine,Appliance5,0.28123,13.15,2323.0,23.0,0.08
1,2014-01-07,Washing Machine,Washing Machine,Appliance5,0.53909,30.621,2427.0,99.1,0.16
1,2014-01-08,Washing Machine,Washing Machine,Appliance5,0.21611,15.053,2489.0,23.1,0.06
1,2014-01-09,Washing Machine,Washing Machine,Appliance5,0.00907,1.742,1.95,0.0,0.0
1,2014-01-10,Washing Machine,Washing Machine,Appliance5,2.83635,158.515,2048.0,747.3,0.85
1,2013-01-11,Dishwasher,Dishwasher,Appliance6,48.05291,2048.0,2048.0,1407.8,14.42
1,2013-01-12,Dishwasher,Dishwasher,Appliance6,34.48491,2048.0,2048.0,1010.3,10.35
1,2013-02-11,Dishwasher,Dishwasher,Appliance6,48.60928,2048.0,2048.0,1424.1,14.58
1,2013-02-12,Dishwasher,Dishwasher,Appliance6,30.9249,1937.65,2048.0,957.6,9.28
1,2013-03-11,Dishwasher,Dishwasher,Appliance6,4.26769,182.797,2264.0,354.9,1.28
1,2013-03-12,Dishwasher,Dishwasher,Appliance6,0.10234,5.781,7.412,0.0,0.03
1,2013-04-11,Dishwasher,Dishwasher,Appliance6,0.224,9.568,11.725,0.0,0.07
1,2013-04-12,Dishwasher,Dishwasher,Appliance6,0.22728,13.299,14.873,0.0,0.07
1,2013-05-11,Dishwasher,Dishwasher,Appliance6,0.37575,16.919,18.965,0.0,0.11
1,2013-05-12,Dishwasher,Dishwasher,Appliance6,0.36661,20.604,22.243,0.0,0.11
1,2013-06-11,Dishwasher,Dishwasher,Appliance6,0.87882,49.867,2277.0,20.1,0.26
1,2013-06-12,Dishwasher,Dishwasher,Appliance6,0.88375,49.77,2216.0,23.1,0.27
1,2013-07-11,Dishwasher,Dishwasher,Appliance6,0.08474,12.8,15.035,0.0,0.03
1,2013-07-12,Dishwasher,Dishwasher,Appliance6,0.40456,21.415,27.793,0.0,0.12
1,2013-08-11,Dishwasher,Dishwasher,Appliance6,0.82387,91.473,2323.0,22.2,0.25
1,2013-08-12,Dishwasher,Dishwasher,Appliance6,1.27188,72.28,2240.0,457.1,0.38
1,2013-09-10,Dishwasher,Dishwasher,Appliance6,0.39359,45.731,53.013,516.4,0.12
1,2013-09-11,Dishwasher,Dishwasher,Appliance6,0.95993,54.213,2228.0,295.0,0.29
1,2013-09-12,Dishwasher,Dishwasher,Appliance6,0.21602,12.272,17.581,0.0,0.06
1,2013-10-10,Dishwasher,Dishwasher,Appliance6,1.11416,51.91,2336.0,25.9,0.33
1,2013-10-11,Dishwasher,Dishwasher,Appliance6,1.1981,64.259,2302.0,406.2,0.36
1,2013-10-12,Dishwasher,Dishwasher,Appliance6,0.83394,44.366,2256.0,117.1,0.25
1,2013-11-10,Dishwasher,Dishwasher,Appliance6,0.15188,6.676,9.105,0.0,0.05
1,2013-11-11,Dishwasher,Dishwasher,Appliance6,0.16667,10.76,12.414,0.0,0.05
1,2013-11-12,Dishwasher,Dishwasher,Appliance6,0.26051,14.353,16.291,0.0,0.08
1,2013-12-10,Dishwasher,Dishwasher,Appliance6,0.43439,18.764,21.236,0.0,0.13
1,2013-12-11,Dishwasher,Dishwasher,Appliance6,0.77789,47.231,2260.0,17.6,0.23
1,2013-12-12,Dishwasher,Dishwasher,Appliance6,0.78589,35.891,2293.0,22.1,0.24
1,2014-01-01,Dishwasher,Dishwasher,Appliance6,0.02212,1.0,1.0,0.0,0.01
1,2014-01-04,Dishwasher,Dishwasher,Appliance6,0.02268,1.0,1.0,0.0,0.01
1,2014-01-05,Dishwasher,Dishwasher,Appliance6,0.0188,1.0,1.0,0.0,0.01
1,2014-01-06,Dishwasher,Dishwasher,Appliance6,0.02139,1.0,1.0,0.0,0.01
1,2014-01-07,Dishwasher,Dishwasher,Appliance6,0.0176,1.0,1.0,0.0,0.01
1,2014-01-08,Dishwasher,Dishwasher,Appliance6,0.01436,1.0,1.0,0.0,0.0
1,2014-01-09,Dishwasher,Dishwasher,Appliance6,0.00521,1.0,1.0,0.0,0.0
1,2014-01-10,Dishwasher,Dishwasher,Appliance6,0.01789,1.0,1.0,0.0,0.01
1,2013-01-11,Computer Site,Computer Site,Appliance7,0.99572,42.437,55.0,1407.8,0.3
1,2013-01-12,Computer Site,Computer Site,Appliance7,0.50325,29.887,41.224,1010.3,0.15
1,2013-02-11,Computer Site,Computer Site,Appliance7,0.8308,35.003,55.0,1411.1,0.25
1,2013-02-12,Computer Site,Computer Site,Appliance7,0.43319,27.142,51.0,957.6,0.13
1,2013-03-11,Computer Site,Computer Site,Appliance7,0.76011,32.558,56.0,1400.8,0.23
1,2013-03-12,Computer Site,Computer Site,Appliance7,0.40864,23.085,55.0,1062.1,0.12
1,2013-04-11,Computer Site,Computer Site,Appliance7,0.70446,30.092,50.0,1404.6,0.21
1,2013-04-12,Computer Site,Computer Site,Appliance7,0.63371,37.081,56.0,1025.4,0.19
1,2013-05-11,Computer Site,Computer Site,Appliance7,0.69803,31.431,54.0,1332.5,0.21
1,2013-05-12,Computer Site,Computer Site,Appliance7,0.66879,37.587,56.0,1067.6,0.2
1,2013-06-11,Computer Site,Computer Site,Appliance7,0.62008,35.185,54.0,1057.4,0.19
1,2013-06-12,Computer Site,Computer Site,Appliance7,0.41908,23.601,31.668,1065.4,0.13
1,2013-07-11,Computer Site,Computer Site,Appliance7,0.22956,34.676,37.683,397.2,0.07
1,2013-07-12,Computer Site,Computer Site,Appliance7,0.59767,31.637,54.0,1065.1,0.18
1,2013-08-11,Computer Site,Computer Site,Appliance7,0.20405,22.655,25.497,540.4,0.06
1,2013-08-12,Computer Site,Computer Site,Appliance7,0.48441,27.529,56.0,1030.8,0.15
1,2013-09-10,Computer Site,Computer Site,Appliance7,0.16535,19.212,20.68,516.4,0.05
1,2013-09-11,Computer Site,Computer Site,Appliance7,0.41025,23.169,52.0,1062.4,0.12
1,2013-09-12,Computer Site,Computer Site,Appliance7,0.55914,31.767,51.0,1056.1,0.17
1,2013-10-10,Computer Site,Computer Site,Appliance7,0.62951,29.33,53.0,1287.8,0.19
1,2013-10-11,Computer Site,Computer Site,Appliance7,0.5624,30.163,49.0,1118.7,0.17
1,2013-10-12,Computer Site,Computer Site,Appliance7,0.47819,25.44,54.0,1127.8,0.14
1,2013-11-10,Computer Site,Computer Site,Appliance7,0.53875,23.68,29.413,1365.1,0.16
1,2013-11-11,Computer Site,Computer Site,Appliance7,0.47459,30.639,48.0,929.4,0.14
1,2013-11-12,Computer Site,Computer Site,Appliance7,0.58722,32.354,54.0,1089.0,0.18
1,2013-12-10,Computer Site,Computer Site,Appliance7,0.89244,38.55,49.099,1389.0,0.27
1,2013-12-11,Computer Site,Computer Site,Appliance7,0.61076,37.083,56.0,988.2,0.18
1,2013-12-12,Computer Site,Computer Site,Appliance7,0.56093,25.617,37.0,1313.8,0.17
1,2014-01-01,Computer Site,Computer Site,Appliance7,0.74459,33.656,53.0,1304.7,0.22
1,2014-01-04,Computer Site,Computer Site,Appliance7,0.60679,26.758,54.0,1360.6,0.18
1,2014-01-05,Computer Site,Computer Site,Appliance7,0.64782,34.45,53.0,1128.3,0.19
1,2014-01-06,Computer Site,Computer Site,Appliance7,0.57945,27.094,52.0,1224.9,0.17
1,2014-01-07,Computer Site,Computer Site,Appliance7,0.54695,31.068,55.0,1056.3,0.16
1,2014-01-08,Computer Site,Computer Site,Appliance7,0.49159,34.241,48.202,861.4,0.15
1,2014-01-09,Computer Site,Computer Site,Appliance7,0.21309,40.913,55.0,312.5,0.06
1,2014-01-10,Computer Site,Computer Site,Appliance7,0.28629,16.0,16.0,1073.6,0.09
1,2013-01-11,Television Site,Television Site,Appliance8,0.57415,24.47,48.0,1091.4,0.17
1,2013-01-12,Television Site,Television Site,Appliance8,0.30914,18.359,30.323,838.7,0.09
1,2013-02-11,Television Site,Television Site,Appliance8,0.42125,17.748,48.0,693.4,0.13
1,2013-02-12,Television Site,Television Site,Appliance8,0.3957,24.793,48.0,730.0,0.12
1,2013-03-11,Television Site,Television Site,Appliance8,0.65714,28.147,56.0,1161.9,0.2
1,2013-03-12,Television Site,Television Site,Appliance8,0.46883,26.485,48.0,991.9,0.14
1,2013-04-11,Television Site,Television Site,Appliance8,0.51098,21.828,53.0,917.7,0.15
1,2013-04-12,Television Site,Television Site,Appliance8,0.47695,27.908,53.0,879.0,0.14
1,2013-05-11,Television Site,Television Site,Appliance8,0.47502,21.389,47.0,1023.3,0.14
1,2013-05-12,Television Site,Television Site,Appliance8,0.35199,19.782,48.0,759.4,0.11
1,2013-06-11,Television Site,Television Site,Appliance8,0.39629,22.486,55.0,939.0,0.12
1,2013-06-12,Television Site,Television Site,Appliance8,0.34079,19.192,55.0,520.3,0.1
1,2013-07-11,Television Site,Television Site,Appliance8,0.10323,15.594,27.847,261.6,0.03
1,2013-07-12,Television Site,Television Site,Appliance8,0.39529,20.924,48.0,659.5,0.12
1,2013-08-11,Television Site,Television Site,Appliance8,0.16195,17.981,49.0,340.6,0.05
1,2013-08-12,Television Site,Television Site,Appliance8,0.39249,22.305,55.0,828.5,0.12
1,2013-09-10,Television Site,Television Site,Appliance8,0.25568,29.707,48.0,407.7,0.08
1,2013-09-11,Television Site,Television Site,Appliance8,0.231,13.046,47.0,215.3,0.07
1,2013-09-12,Television Site,Television Site,Appliance8,0.42564,24.182,48.0,908.4,0.13
1,2013-10-10,Television Site,Television Site,Appliance8,0.51495,23.992,57.0,945.8,0.15
1,2013-10-11,Television Site,Television Site,Appliance8,0.51623,27.687,56.0,998.4,0.15
1,2013-10-12,Television Site,Television Site,Appliance8,0.24899,13.246,56.0,264.1,0.07
1,2013-11-10,Television Site,Television Site,Appliance8,0.38545,16.942,26.3,1180.6,0.12
