house,timestamp,Time,Unix,Aggregate,Appliance1,Appliance2,Appliance3,Appliance4,Appliance5,Appliance6,Appliance7,Appliance8,Appliance9,Issues,source_file
1,2013-01-11 01:24:44,2013-11-01 01:24:44,1383269084,202,0,47,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 01:30:44,2013-11-01 01:30:44,1383269444,201,0,45,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 01:36:45,2013-11-01 01:36:45,1383269805,181,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 01:42:44,2013-11-01 01:42:44,1383270164,180,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 01:48:45,2013-11-01 01:48:45,1383270525,182,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 01:54:45,2013-11-01 01:54:45,1383270885,182,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 02:00:44,2013-11-01 02:00:44,1383271244,198,0,0,73,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 02:06:44,2013-11-01 02:06:44,1383271604,198,0,0,71,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 02:12:44,2013-11-01 02:12:44,1383271964,196,0,0,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 02:18:44,2013-11-01 02:18:44,1383272324,230,0,48,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 02:24:44,2013-11-01 02:24:44,1383272684,202,0,47,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 02:30:44,2013-11-01 02:30:44,1383273044,202,0,45,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 02:36:44,2013-11-01 02:36:44,1383273404,180,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 02:42:45,2013-11-01 02:42:45,1383273765,190,83,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 02:48:45,2013-11-01 02:48:45,1383274125,187,78,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 02:54:44,2013-11-01 02:54:44,1383274484,183,73,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 03:00:44,2013-11-01 03:00:44,1383274844,188,70,0,0,0,0,0,0,10,1,0,CLEAN_House1.csv
1,2013-01-11 03:06:44,2013-11-01 03:06:44,1383275204,255,68,0,72,0,0,0,0,9,1,0,CLEAN_House1.csv
1,2013-01-11 03:12:45,2013-11-01 03:12:45,1383275565,195,0,0,71,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 03:18:44,2013-11-01 03:18:44,1383275924,231,0,47,71,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 03:24:44,2013-11-01 03:24:44,1383276284,229,0,46,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 03:30:44,2013-11-01 03:30:44,1383276644,201,0,44,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 03:36:44,2013-11-01 03:36:44,1383277004,180,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 03:42:45,2013-11-01 03:42:45,1383277365,182,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 03:48:44,2013-11-01 03:48:44,1383277724,181,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 03:54:59,2013-11-01 03:54:59,1383278099,182,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 04:01:01,2013-11-01 04:01:01,1383278461,182,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 04:07:01,2013-11-01 04:07:01,1383278821,181,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 04:13:02,2013-11-01 04:13:02,1383279182,257,0,66,73,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 04:19:01,2013-11-01 04:19:01,1383279541,232,0,47,71,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 04:25:01,2013-11-01 04:25:01,1383279901,233,0,45,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 04:31:01,2013-11-01 04:31:01,1383280261,196,0,0,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 04:37:01,2013-11-01 04:37:01,1383280621,180,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 04:43:01,2013-11-01 04:43:01,1383280981,182,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 04:49:01,2013-11-01 04:49:01,1383281341,183,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 04:55:01,2013-11-01 04:55:01,1383281701,182,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 05:01:01,2013-11-01 05:01:01,1383282061,193,82,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 05:07:01,2013-11-01 05:07:01,1383282421,196,81,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 05:13:01,2013-11-01 05:13:01,1383282781,239,74,58,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 05:19:01,2013-11-01 05:19:01,1383283141,298,70,47,72,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 05:25:00,2013-11-01 05:25:00,1383283500,292,68,45,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 05:31:01,2013-11-01 05:31:01,1383283861,199,0,0,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 05:37:01,2013-11-01 05:37:01,1383284221,198,0,0,68,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 05:43:01,2013-11-01 05:43:01,1383284581,182,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 05:49:01,2013-11-01 05:49:01,1383284941,180,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 05:55:02,2013-11-01 05:55:02,1383285302,182,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 06:01:02,2013-11-01 06:01:02,1383285662,182,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 06:07:01,2013-11-01 06:07:01,1383286021,235,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 06:13:32,2013-11-01 06:13:32,1383286412,262,0,53,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 06:19:28,2013-11-01 06:19:28,1383286768,258,0,46,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 06:25:27,2013-11-01 06:25:27,1383287127,301,0,45,73,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 06:31:32,2013-11-01 06:31:32,1383287492,200,0,0,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 06:37:28,2013-11-01 06:37:28,1383287848,199,0,0,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 06:43:28,2013-11-01 06:43:28,1383288208,197,0,0,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 06:49:28,2013-11-01 06:49:28,1383288568,182,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 06:55:28,2013-11-01 06:55:28,1383288928,183,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 07:02:15,2013-11-01 07:02:15,1383289335,184,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 07:08:16,2013-11-01 07:08:16,1383289696,185,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 07:14:16,2013-11-01 07:14:16,1383290056,2778,0,48,0,2545,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 07:20:17,2013-11-01 07:20:17,1383290417,1618,82,47,0,1351,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 07:26:17,2013-11-01 07:26:17,1383290777,479,81,45,0,146,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 07:32:17,2013-11-01 07:32:17,1383291137,286,76,0,74,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 07:38:18,2013-11-01 07:38:18,1383291498,343,71,0,71,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 07:44:18,2013-11-01 07:44:18,1383291858,414,69,0,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 07:50:18,2013-11-01 07:50:18,1383292218,10065,67,0,67,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 07:56:17,2013-11-01 07:56:17,1383292577,216,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 08:02:17,2013-11-01 08:02:17,1383292937,257,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 08:08:17,2013-11-01 08:08:17,1383293297,281,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 08:14:17,2013-11-01 08:14:17,1383293657,270,0,48,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 08:20:18,2013-11-01 08:20:18,1383294018,1216,0,45,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 08:26:18,2013-11-01 08:26:18,1383294378,1224,0,44,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 08:32:18,2013-11-01 08:32:18,1383294738,265,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 08:38:29,2013-11-01 08:38:29,1383295109,290,0,0,73,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 08:45:28,2013-11-01 08:45:28,1383295528,205,0,0,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 08:51:28,2013-11-01 08:51:28,1383295888,208,0,0,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 08:57:28,2013-11-01 08:57:28,1383296248,212,0,0,68,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 09:03:28,2013-11-01 09:03:28,1383296608,286,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 09:09:28,2013-11-01 09:09:28,1383296968,300,0,49,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 09:15:28,2013-11-01 09:15:28,1383297328,264,0,46,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 09:21:28,2013-11-01 09:21:28,1383297688,257,0,45,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 09:27:28,2013-11-01 09:27:28,1383298048,258,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 09:33:29,2013-11-01 09:33:29,1383298409,171,83,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 09:39:28,2013-11-01 09:39:28,1383298768,170,80,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 09:45:30,2013-11-01 09:45:30,1383299130,197,73,0,73,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 09:51:31,2013-11-01 09:51:31,1383299491,152,70,0,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 09:57:30,2013-11-01 09:57:30,1383299850,171,68,0,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 10:03:59,2013-11-01 10:03:59,1383300239,259,0,54,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 10:10:00,2013-11-01 10:10:00,1383300600,255,0,46,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 10:16:02,2013-11-01 10:16:02,1383300962,261,0,46,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 10:22:15,2013-11-01 10:22:15,1383301335,308,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 10:28:29,2013-11-01 10:28:29,1383301709,321,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 10:35:02,2013-11-01 10:35:02,1383302102,335,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 10:42:03,2013-11-01 10:42:03,1383302523,341,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 10:51:18,2013-11-01 10:51:18,1383303078,311,0,0,73,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 10:59:16,2013-11-01 10:59:16,1383303556,242,0,58,71,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 11:05:16,2013-11-01 11:05:16,1383303916,254,0,47,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 11:11:31,2013-11-01 11:11:31,1383304291,230,0,45,68,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 11:17:31,2013-11-01 11:17:31,1383304651,278,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 11:23:31,2013-11-01 11:23:31,1383305011,273,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 11:29:47,2013-11-01 11:29:47,1383305387,354,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 11:35:47,2013-11-01 11:35:47,1383305747,307,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 11:41:47,2013-11-01 11:41:47,1383306107,269,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 11:47:59,2013-11-01 11:47:59,1383306479,275,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 11:53:59,2013-11-01 11:53:59,1383306839,268,0,57,82,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 11:59:59,2013-11-01 11:59:59,1383307199,144,82,47,72,0,0,0,0,0,1,1,CLEAN_House1.csv
1,2013-01-11 12:06:00,2013-11-01 12:06:00,1383307560,145,81,46,70,0,0,0,0,0,1,1,CLEAN_House1.csv
1,2013-01-11 12:12:00,2013-11-01 12:12:00,1383307920,137,75,45,69,0,0,0,0,0,1,1,CLEAN_House1.csv
1,2013-01-11 12:18:14,2013-11-01 12:18:14,1383308294,204,72,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 12:24:14,2013-11-01 12:24:14,1383308654,169,69,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 12:30:18,2013-11-01 12:30:18,1383309018,270,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 12:37:01,2013-11-01 12:37:01,1383309421,274,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 12:43:02,2013-11-01 12:43:02,1383309782,279,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 12:49:01,2013-11-01 12:49:01,1383310141,280,0,57,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 12:55:01,2013-11-01 12:55:01,1383310501,346,0,47,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 13:01:01,2013-11-01 13:01:01,1383310861,211,0,46,79,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 13:07:01,2013-11-01 13:07:01,1383311221,219,0,44,71,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 13:13:01,2013-11-01 13:13:01,1383311581,215,0,0,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 13:19:02,2013-11-01 13:19:02,1383311942,216,0,0,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 13:25:01,2013-11-01 13:25:01,1383312301,266,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 13:31:01,2013-11-01 13:31:01,1383312661,261,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 13:37:01,2013-11-01 13:37:01,1383313021,257,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 13:43:01,2013-11-01 13:43:01,1383313381,269,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 13:49:01,2013-11-01 13:49:01,1383313741,262,0,48,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 13:55:29,2013-11-01 13:55:29,1383314129,253,0,46,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 14:01:45,2013-11-01 14:01:45,1383314505,256,0,45,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 14:07:45,2013-11-01 14:07:45,1383314865,234,0,0,76,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 14:13:46,2013-11-01 14:13:46,1383315226,228,0,0,72,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 14:20:16,2013-11-01 14:20:16,1383315616,216,0,0,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 14:26:16,2013-11-01 14:26:16,1383315976,239,0,0,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 14:33:14,2013-11-01 14:33:14,1383316394,191,82,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 14:39:15,2013-11-01 14:39:15,1383316755,254,81,57,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 14:47:34,2013-11-01 14:47:34,1383317254,211,75,46,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 14:54:14,2013-11-01 14:54:14,1383317654,198,71,44,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 15:00:14,2013-11-01 15:00:14,1383318014,170,68,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 15:06:14,2013-11-01 15:06:14,1383318374,258,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 15:12:17,2013-11-01 15:12:17,1383318737,258,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 15:18:31,2013-11-01 15:18:31,1383319111,240,0,0,72,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 15:24:31,2013-11-01 15:24:31,1383319471,240,0,0,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 15:30:30,2013-11-01 15:30:30,1383319830,241,0,0,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 15:36:30,2013-11-01 15:36:30,1383320190,267,0,49,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 15:42:30,2013-11-01 15:42:30,1383320550,267,0,47,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 15:48:59,2013-11-01 15:48:59,1383320939,265,0,45,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 15:54:59,2013-11-01 15:54:59,1383321299,280,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 16:00:59,2013-11-01 16:00:59,1383321659,256,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 16:07:15,2013-11-01 16:07:15,1383322035,234,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 16:13:16,2013-11-01 16:13:16,1383322396,230,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 16:19:16,2013-11-01 16:19:16,1383322756,268,0,0,79,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 16:25:17,2013-11-01 16:25:17,1383323117,255,0,0,71,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 16:31:44,2013-11-01 16:31:44,1383323504,238,0,50,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 16:37:44,2013-11-01 16:37:44,1383323864,236,0,46,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 16:43:45,2013-11-01 16:43:45,1383324225,207,0,45,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 16:49:44,2013-11-01 16:49:44,1383324584,181,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 16:55:44,2013-11-01 16:55:44,1383324944,185,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 17:01:44,2013-11-01 17:01:44,1383325304,239,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 17:07:44,2013-11-01 17:07:44,1383325664,182,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 17:13:44,2013-11-01 17:13:44,1383326024,190,82,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 17:19:44,2013-11-01 17:19:44,1383326384,188,80,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 17:25:45,2013-11-01 17:25:45,1383326745,255,74,0,76,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 17:32:19,2013-11-01 17:32:19,1383327139,292,71,47,71,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 17:39:15,2013-11-01 17:39:15,1383327555,285,68,46,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 17:45:15,2013-11-01 17:45:15,1383327915,195,0,0,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 17:51:15,2013-11-01 17:51:15,1383328275,183,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 17:57:16,2013-11-01 17:57:16,1383328636,347,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 18:03:15,2013-11-01 18:03:15,1383328995,471,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 18:09:16,2013-11-01 18:09:16,1383329356,467,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 18:15:15,2013-11-01 18:15:15,1383329715,450,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 18:21:16,2013-11-01 18:21:16,1383330076,442,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 18:27:18,2013-11-01 18:27:18,1383330438,483,0,47,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 18:33:44,2013-11-01 18:33:44,1383330824,534,0,46,74,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 18:39:44,2013-11-01 18:39:44,1383331184,525,0,44,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 18:45:44,2013-11-01 18:45:44,1383331544,488,0,0,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 18:51:44,2013-11-01 18:51:44,1383331904,524,0,0,69,0,0,0,0,31,1,0,CLEAN_House1.csv
1,2013-01-11 18:57:44,2013-11-01 18:57:44,1383332264,542,0,0,0,0,0,0,0,31,1,0,CLEAN_House1.csv
1,2013-01-11 19:03:45,2013-11-01 19:03:45,1383332625,478,0,0,0,0,0,0,0,30,1,0,CLEAN_House1.csv
1,2013-01-11 19:09:45,2013-11-01 19:09:45,1383332985,546,0,0,0,0,0,0,0,31,1,0,CLEAN_House1.csv
1,2013-01-11 19:15:44,2013-11-01 19:15:44,1383333344,579,84,0,0,0,0,0,0,30,1,0,CLEAN_House1.csv
1,2013-01-11 19:21:44,2013-11-01 19:21:44,1383333704,638,80,48,0,0,0,0,0,30,1,0,CLEAN_House1.csv
1,2013-01-11 19:27:45,2013-11-01 19:27:45,1383334065,617,74,46,0,0,0,0,0,30,1,0,CLEAN_House1.csv
1,2013-01-11 19:33:46,2013-11-01 19:33:46,1383334426,564,70,45,0,0,0,0,0,30,1,0,CLEAN_House1.csv
1,2013-01-11 19:39:47,2013-11-01 19:39:47,1383334787,664,68,0,73,0,0,0,0,30,1,0,CLEAN_House1.csv
1,2013-01-11 19:45:46,2013-11-01 19:45:46,1383335146,1889,0,0,83,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 19:51:47,2013-11-01 19:51:47,1383335507,1102,0,0,73,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 19:57:47,2013-11-01 19:57:47,1383335867,541,0,0,72,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 20:03:47,2013-11-01 20:03:47,1383336227,492,12,0,70,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 20:09:46,2013-11-01 20:09:46,1383336586,562,0,0,69,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 20:24:51,2013-11-01 20:24:51,1383337491,498,0,46,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 20:29:58,2013-11-01 20:29:58,1383337798,546,0,45,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 20:35:59,2013-11-01 20:35:59,1383338159,494,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 20:42:29,2013-11-01 20:42:29,1383338549,508,0,0,0,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 20:48:28,2013-11-01 20:48:28,1383338908,546,13,0,74,0,0,0,0,0,1,0,CLEAN_House1.csv
1,2013-01-11 20:54:47,2013-11-01 20:54:47,1383339287,526,0,0,70,0,0,0,46,0,1,0,CLEAN_House1.csv
1,2013-01-11 21:01:06,2013-11-01 21:01:06,1383339666,637,0,0,70,0,0,0,25,0,1,0,CLEAN_House1.csv
